 1.2398400  1.4504174 
 1.2690618  1.4507114 
 1.2982836  1.4509989 
 1.3275055  1.4512810 
 1.3567273  1.4515583 
 1.3859491  1.4518317 
 1.4151709  1.4521017 
 1.4443927  1.4523689 
 1.4736145  1.4526338 
 1.5028364  1.4528970 
 1.5320582  1.4531588 
 1.5612800  1.4534196 
 1.5905018  1.4536798 
 1.6197236  1.4539397 
 1.6489455  1.4541996 
 1.6781673  1.4544597 
 1.7073891  1.4547204 
 1.7366109  1.4549818 
 1.7658327  1.4552442 
 1.7950545  1.4555077 
 1.8242764  1.4557725 
 1.8534982  1.4560388 
 1.8827200  1.4563068 
 1.9119418  1.4565766 
 1.9411636  1.4568483 
 1.9703855  1.4571221 
 1.9996073  1.4573981 
 2.0288291  1.4576764 
 2.0580509  1.4579571 
 2.0872727  1.4582402 
 2.1164945  1.4585260 
 2.1457164  1.4588145 
 2.1749382  1.4591057 
 2.2041600  1.4593998 
 2.2333818  1.4596969 
 2.2626036  1.4599969 
 2.2918255  1.4603000 
 2.3210473  1.4606063 
 2.3502691  1.4609158 
 2.3794909  1.4612285 
 2.4087127  1.4615446 
 2.4379345  1.4618641 
 2.4671564  1.4621870 
 2.4963782  1.4625134 
 2.5256000  1.4628434 
 2.5548218  1.4631770 
 2.5840436  1.4635143 
 2.6132655  1.4638552 
 2.6424873  1.4642000 
 2.6717091  1.4645485 
 2.7009309  1.4649009 
 2.7301527  1.4652571 
 2.7593745  1.4656174 
 2.7885964  1.4659816 
 2.8178182  1.4663498 
 2.8470400  1.4667221 
 2.8762618  1.4670986 
 2.9054836  1.4674792 
 2.9347055  1.4678640 
 2.9639273  1.4682530 
 2.9931491  1.4686463 
 3.0223709  1.4690440 
 3.0515927  1.4694460 
 3.0808145  1.4698525 
 3.1100364  1.4702634 
 3.1392582  1.4706788 
 3.1684800  1.4710987 
 3.1977018  1.4715233 
 3.2269236  1.4719524 
 3.2561455  1.4723862 
 3.2853673  1.4728247 
 3.3145891  1.4732680 
 3.3438109  1.4737161 
 3.3730327  1.4741690 
 3.4022545  1.4746267 
 3.4314764  1.4750894 
 3.4606982  1.4755571 
 3.4899200  1.4760298 
 3.5191418  1.4765075 
 3.5483636  1.4769904 
 3.5775855  1.4774784 
 3.6068073  1.4779715 
 3.6360291  1.4784700 
 3.6652509  1.4789737 
 3.6944727  1.4794827 
 3.7236945  1.4799971 
 3.7529164  1.4805170 
 3.7821382  1.4810424 
 3.8113600  1.4815732 
 3.8405818  1.4821097 
 3.8698036  1.4826518 
 3.8990255  1.4831996 
 3.9282473  1.4837531 
 3.9574691  1.4843124 
 3.9866909  1.4848775 
 4.0159127  1.4854486 
 4.0451345  1.4860256 
 4.0743564  1.4866086 
 4.1035782  1.4871977 
 4.1328000  1.4877930 
